name,poor,weak,moderate,long_lasting,very_long_lasting
Yucatán la Blanche Sandovalis for women and men,0,0,0,0,0
Dodo Zoologist Perfumes for women and men,5,7,12,19,8
Swing Julian Rouas for women,0,0,0,0,0
Swing Glamour Julian Rouas for women,1,0,0,0,0
Sérénade aux Fraises Kyse Perfumes for women and men,3,1,3,0,0
Golden Hemisphere Wild Eden Natural Perfume for women and men,0,0,0,2,0
Serafinas Rose Wild Eden Natural Perfume for women,0,0,0,1,0
Ylang d'Amour Wild Eden Natural Perfume for women and men,0,0,1,1,0
Jean-Louis Scherrer Jean-Louis Scherrer for women,4,7,22,32,20
Eros Fig Libertine Fragrance for women and men,2,1,0,0,0
Fin de Siecle Libertine Fragrance for women and men,2,1,1,1,2
Gilded Libertine Fragrance for women and men,1,0,1,1,1
Sex & Jasmine Libertine Fragrance for women and men,1,1,5,3,2
Smoked Bloom Libertine Fragrance for women and men,2,1,2,1,0
Soft Woods Libertine Fragrance for women and men,1,0,0,1,3
Sweet Grass Libertine Fragrance for women and men,1,1,2,0,0
Troubled Spirits Libertine Fragrance for women and men,0,2,5,0,0
Witch Doctor Libertine Fragrance for women and men,0,1,1,0,0
Amor Infinito Valeria Mazza for women,0,0,0,0,0
Nuit Noire Northfields Tailors for men,0,0,0,0,0
Algodón de Azúcar Pedacito de Cielo for women and men,0,0,0,0,0
Amanecer En El Itzá Pedacito de Cielo for women and men,0,0,0,0,0
Campos de Orquídea Pedacito de Cielo for women and men,0,0,0,0,0
Cielito Mío Pedacito de Cielo for women and men,0,0,0,0,0
Coco Tostado Pedacito de Cielo for women and men,0,0,0,0,0
Delicia de Vainilla Pedacito de Cielo for women and men,0,0,0,0,0
Fresa Salvaje Pedacito de Cielo for women and men,0,0,0,0,0
Frida Pasión Pedacito de Cielo for women and men,0,0,0,0,0
María Bonita Pedacito de Cielo for women and men,0,0,0,0,0
Paseo Loreto Pedacito de Cielo for women and men,0,0,0,0,0
Nectars des Iles En Voyage Perfumes for women and men,0,0,1,2,1
De Lirius Renier Perfumes for women and men,3,0,2,7,6
Flor Azteca The Exotic Island Perfumer for women,1,1,1,4,0
Gardenia Absoluta The Exotic Island Perfumer for women and men,0,0,0,0,0
Gardenia Exuberante The Exotic Island Perfumer for women,0,0,1,0,0
Magnolio de Verano The Exotic Island Perfumer for women,0,0,0,0,0
Orquidea Absoluta The Exotic Island Perfumer for women and men,0,0,1,0,0
Oudh Nawab The Exotic Island Perfumer for women and men,0,0,1,5,0
Santal Exotique The Exotic Island Perfumer for women and men,0,2,0,2,1
Waters of Aswan The Exotic Island Perfumer for women,0,0,3,0,0
Dragonfly Zoologist Perfumes for women and men,10,6,38,32,10
Rouge de Revlon Revlon for women,2,0,1,0,0
Aristocrat Lia Ruy for men,0,0,0,0,0
Femme Lia Ruy for women,0,0,0,0,0
Homme Lia Ruy for men,0,0,0,0,0
Lady Lia Ruy for women,0,0,0,0,0
Life Lia Ruy for women,0,0,0,0,0
Megapolis Lia Ruy for women and men,0,0,0,0,0
Unisex Lia Ruy for women and men,0,0,0,0,0
Space Jump PerfumeBox for women and men,0,0,0,0,0
Bea No. 3 Nova for women and men,0,0,0,0,0
Beige Musk Nova for women and men,0,0,0,0,0
Chakra Nova for women and men,1,1,0,0,0
Giada Nova for women,0,0,1,0,0
Glass Palette Nova for women and men,0,0,0,0,0
Green Musk Nova for women and men,1,0,0,0,0
Hazeline Nova for women and men,0,0,0,0,0
Mineral Musk Nova for women and men,0,0,0,0,0
Moonstone Nova for women and men,0,0,0,0,0
Pop Palette Nova for women and men,0,0,0,0,0
Sport Nova for women and men,0,0,0,0,1
Sultan Nova for women and men,0,0,0,0,0
Tiki Surf Palette Nova for women and men,1,0,0,1,0
White Musk Nova for women and men,0,0,0,0,0
Wood Palette Nova for women and men,0,0,0,0,0
Iron Duke BeauFort London for women and men,6,7,7,16,20
Rake & Ruin BeauFort London for women and men,1,4,3,6,17
Alter Ego Latherati for women and men,0,0,1,0,0
Barton Cottage Latherati for women and men,0,0,0,0,0
Celebration Latherati for women and men,0,0,0,0,0
Clara Latherati for women,0,0,0,0,0
Cozy Spring Latherati for women and men,0,1,1,0,0
Curiouser Latherati for women and men,0,0,1,0,0
Dairymaid Latherati for women and men,0,1,1,0,0
Drosselmeyer Latherati for men,0,0,0,0,0
Hartfield Latherati for women and men,0,0,2,0,0
Hearts Insurgent Latherati for women and men,0,0,0,1,1
Isle Of Skye Latherati for women and men,0,0,0,0,0
Longbourne Latherati for women and men,0,1,0,0,0
Love Square Latherati for women and men,0,0,0,0,0
Mansfield Latherati for women and men,0,0,0,0,0
Mouse King Latherati for women and men,0,0,0,0,1
Nutcracker Latherati for women and men,0,0,0,0,0
Prairie Latherati for women and men,0,0,0,0,0
Spellbound Forest Latherati for men,0,0,0,0,0
Sugar Plum Fairy Latherati for women,0,0,0,0,0
Terra Firma Latherati for women and men,1,0,0,0,1
The Abbey Latherati for women and men,0,0,0,0,0
The Cobb Latherati for women and men,0,0,0,0,0
The Menaces Gift Latherati for women and men,0,1,0,0,1
The Moors Latherati for women and men,0,0,2,0,0
The Rose Garden Latherati for women and men,0,0,0,0,0
The Snow Garden Latherati for women and men,0,0,3,1,0
This Moment in June Latherati for women and men,0,0,0,1,0
Waltz of the Snowflakes Latherati for women and men,0,0,0,0,0
Woodland Birthday Latherati for women and men,0,0,2,1,0
Amethyst Alesha Dixon for women,2,1,0,0,0
41 Burlington Arcade Atkinsons for women and men,2,2,2,5,0
White Rose de Alix Atkinsons for women and men,1,2,5,7,0
Jump up and Kiss Me Ecstatic Clive Christian for women,1,2,0,2,2
Jump up and Kiss Me Hedonistic Clive Christian for men,0,1,3,2,4
Iconista Etienne Aigner for women,0,0,0,0,0
Aeternitas Franck Muller for women and men,1,1,0,2,1
Color Dreams Franck Muller for women and men,0,0,0,2,0
Lesedi La Rona I Graff for women,0,0,0,1,0
For Him Gruhme for men,0,0,0,0,0
Brighton Rock Miller Harris for women,0,0,1,3,2
Babe Dreams Missguided for women,0,1,4,3,1
Boss Babe Missguided for women,0,3,3,5,0
Jasmine & Sun Rose Eau de Parfum Molton Brown for women and men,0,0,0,0,0
The Wild Man Morris for men,0,0,0,0,0
Est. 88 Ted Baker for women,0,1,0,0,0
Jasmine Neroli The 7 Virtues for women and men,0,3,2,0,0
Patchouli Citrus The 7 Virtues for women and men,0,0,6,0,0
Miss Anastasia Miss Anastasia for women,0,0,1,1,1
Bambu Julie Burk Perfumes for men,0,0,0,0,0
Burk by Burk Collection 1 Julie Burk Perfumes for men,0,0,0,0,0
Burk by Burk Collection 2 Julie Burk Perfumes for men,0,0,0,0,0
Burk by Burk Collection 3 Julie Burk Perfumes for men,0,0,0,0,0
Burk by Burk Collection 4 Julie Burk Perfumes for men,0,0,0,0,0
Burk One Julie Burk Perfumes for men,0,0,0,0,0
Graffus Julie Burk Perfumes for men,0,0,0,0,0
Harmy Cool Julie Burk Perfumes for men,0,0,0,0,0
HI Man Julie Burk Perfumes for men,0,0,0,0,0
Madame de Julie Julie Burk Perfumes for women,0,0,0,0,0
Manha Julie Burk Perfumes for women,0,0,0,0,0
Monde Julie Burk Perfumes for men,0,0,0,0,0
Noite Julie Burk Perfumes for women,0,0,0,0,0
Only Rouge Julie Burk Perfumes for women,0,0,0,0,0
Papyrus Julie Burk Perfumes for men,0,0,0,0,0
Perfil Julie Burk Perfumes for women,0,0,0,0,0
Princess Julie Julie Burk Perfumes for women,0,0,0,0,0
Republica Brasileira Julie Burk Perfumes for men,0,0,0,0,0
Sexy Julie Burk Perfumes for women,0,0,0,0,0
Sexy Hot Julie Burk Perfumes for women,0,0,0,0,0
Sonhos de Anjo Julie Burk Perfumes for women,0,0,0,0,0
Soul Julie Burk Perfumes for men,0,0,0,0,0
Toujours Amour Julie Burk Perfumes for women,0,0,0,0,0
Whoa Julie Burk Perfumes for men,0,0,0,0,0
Desert Bloom Harlem Botanica for women and men,0,0,0,0,0
Rings of Time Harlem Botanica for women and men,0,0,0,0,0
Spice of Life Harlem Botanica for women and men,0,0,0,0,0
Sprouting Calm Harlem Botanica for women and men,0,0,0,0,1
Blyss Perfumology for women,1,2,5,2,0
Clutch Perfumology for women and men,1,0,2,1,5
Grange Perfumology for men,0,0,2,9,3
L'Ima Perfumology for women and men,0,0,1,2,3
Chocolate Absolute Pure Presence for women and men,0,0,0,0,0
Hawaiian Gold Pure Presence for women and men,0,0,0,0,0
Air Elemental Jardin de France for women and men,0,0,0,0,0
Bois Premier Jardin de France for women and men,1,1,2,1,1
Cuir Eternel Jardin de France for women and men,1,0,0,3,2
Damona Eau Divine Jardin de France for women,1,0,0,0,1
Feu Primitif Jardin de France for women and men,0,1,0,1,0
Gaia Eau Mythique Jardin de France for women,0,0,0,0,1
Metal Absolu Jardin de France for women and men,1,0,0,1,1
Osiris Eau Eternelle Jardin de France for women and men,0,0,0,0,0
Ouranos Eau Celeste Jardin de France for women and men,0,0,0,0,0
Pierre Originelle Jardin de France for women and men,1,0,2,0,0
Terre Initiale Jardin de France for women and men,0,0,1,2,0
Chocolate Kingdom Maoli for women and men,0,0,0,0,0
Colonia Dulce Maoli for women and men,0,0,1,0,0
Leilani's Lei Stand Maoli for women and men,0,0,0,0,0
Royal Pikake Maoli for women and men,0,0,1,0,0
Under the Orange Tree Maoli for women and men,0,0,0,0,0
Chocolate Kingdom Maoli for women and men,0,0,0,0,0
Colonia Dulce Maoli for women and men,0,0,1,0,0
Leilani's Lei Stand Maoli for women and men,0,0,0,0,0
Royal Pikake Maoli for women and men,0,0,1,0,0
Under the Orange Tree Maoli for women and men,0,0,0,0,0
Chocolate Kingdom Maoli for women and men,0,0,0,0,0
Colonia Dulce Maoli for women and men,0,0,1,0,0
Leilani's Lei Stand Maoli for women and men,0,0,0,0,0
Royal Pikake Maoli for women and men,0,0,1,0,0
Under the Orange Tree Maoli for women and men,0,0,0,0,0
Chocolate Kingdom Maoli for women and men,0,0,0,0,0
Colonia Dulce Maoli for women and men,0,0,1,0,0
Leilani's Lei Stand Maoli for women and men,0,0,0,0,0
Royal Pikake Maoli for women and men,0,0,1,0,0
Under the Orange Tree Maoli for women and men,0,0,0,0,0
Autunno atmosferico (Атмосферная осень) Kamila Robinson for women,0,0,0,0,0
Caramel Angel (Карамельный ангел) Kamila Robinson for women,0,0,0,0,0
Foresta nella metropoli (Лес в мегаполисе) Kamila Robinson for men,0,0,0,0,0
Mattine du Provanza (Утро в Провансе) Kamila Robinson for women and men,0,0,0,0,0
Ombré dе café (Тень от кофе) Kamila Robinson for women,0,0,0,0,0
Sensual rain (Чувственный дождь) Kamila Robinson for women and men,0,0,1,0,0
Sparkling Pina Сolada (Искрящаяся Пина Колада) Kamila Robinson for women,0,0,0,0,0
Woody waterfall (Древесный водопад) Kamila Robinson for men,0,0,0,0,0
Soul Of Motion Mazda for women and men,1,0,0,1,0
Douce Reverie KMNature for women and men,0,0,0,1,0
Etincelle KMNature for women,0,0,0,1,0
ilginç KMNature for men,0,0,0,1,0
Altai EcoParfum for women and men,0,1,0,0,1
Baikal EcoParfum for women and men,0,0,0,0,0
Belye Notchi EcoParfum for women and men,0,1,0,0,0
Chocolate Saffron EcoParfum for women,0,0,0,0,0
La scala EcoParfum for women,0,0,0,0,0
Land of Gods EcoParfum for women and men,0,1,0,0,0
Savanna EcoParfum for women and men,0,0,0,0,0
Spring Dreams EcoParfum for women,0,0,0,0,0
Taiga EcoParfum for women and men,1,0,0,0,0
Zolotoe Koltso EcoParfum for women and men,0,0,0,0,0
Russkiy Gostinets (Russian Gift) Русский Гостинец Ladanika for women and men,0,0,0,0,0
Urban Safari A City Story Alviero Martini for women,0,0,0,0,0
Urban Safari A Jungle Story Alviero Martini for men,0,0,0,1,0
Brut Brut Parfums Prestige for men,10,39,76,43,12
Brut Faberge for men,4,9,13,12,10
Aqua Sport Biotherm for women and men,1,0,0,0,0
Eau de Dali Salvador Dali for women,5,7,14,12,6
Beloved American Beauty for women,1,0,1,1,0
Wonderful Indulgence American Beauty for women,0,0,0,2,0
So Luxurious Daisy Fuentes for women,0,0,0,0,0
I Am King Sean John for men,25,30,30,8,4
Lawn Angela Flanders for women and men,0,0,0,0,0
Taffeta Angela Flanders for women and men,0,0,1,0,0
Cripple Creek Na Nin for women and men,0,0,0,0,0
Drifter Na Nin for women and men,0,0,0,0,0
Farewell Na Nin for women and men,0,0,0,0,0
Jolene Na Nin for women and men,0,0,0,0,0
Landslide Na Nin for women and men,0,0,0,0,0
Willin' Na Nin for women and men,0,0,0,0,0
Neon Heart Smoke for women and men,0,0,0,0,0
Night Cloud Smoke for women and men,0,0,0,0,1
Ritual Smoke for women and men,0,0,0,0,6
Smoke Smoke for women and men,1,0,0,0,4
Wellspring Smoke for women and men,0,0,0,0,0
Abramelin Oil Mermade Magickal Arts for women and men,0,0,0,0,0
Aphrodesia Mermade Magickal Arts for women and men,0,0,0,0,0
Dark of the Moon Mermade Magickal Arts for women and men,0,0,0,0,0
Full Moon Annointing Oil Mermade Magickal Arts for women and men,0,0,0,0,0
Honey Amber Mermade Magickal Arts for women and men,0,0,0,1,0
Cedar D.S. & Durga for women,0,0,0,0,0
Colorado & Florida D.S. & Durga for women and men,0,1,0,0,0
D.S. D.S. & Durga for women and men,1,0,2,4,3
El Cosmico D.S. & Durga for women and men,1,2,2,8,2
Eve's Saint L'Orange D.S. & Durga for men,0,0,0,0,0
Staghorn Sumac D.S. & Durga for women and men,0,1,2,0,1
Tanng Sport D.S. & Durga for men,0,1,0,0,0
When a Mandarin Loves a Woman D.S. & Durga for men,0,0,0,0,0
Rodin RODIN Olio Lusso for women,1,2,0,1,1
Absintheo Opus Oils for men,1,0,1,1,1
Absinthia Opus Oils for women,0,0,2,0,0
Burlesque: Charm Opus Oils for women,0,0,0,0,0
Burlesque: Gypsy Opus Oils for women,1,0,0,0,0
Burlesque: Kitten Opus Oils for women,0,0,0,0,0
Burlesque: Siren Opus Oils for women,0,0,0,0,0
Burlesque: Starlet Opus Oils for women,1,1,0,0,0
Burlesque: Tramp Opus Oils for women,0,2,0,0,1
Dark Chocolate Royale Opus Oils for women and men,0,1,1,0,0
Divine: Eros Opus Oils for women and men,0,0,0,0,0
Divine: Isis Opus Oils for women,0,1,0,0,0
Divine: Pan Opus Oils for men,0,0,0,0,0
Divine: Venus Opus Oils for women,0,1,0,0,0
Eau Pear Tingle Opus Oils for women and men,0,1,0,0,0
Island Girl: Island (Hawaiian) Opus Oils for women,0,0,1,0,0
Island Girl: Mantra (Bali) Opus Oils for women,1,1,0,0,0
Island Girl: Sugar Island (Caribbean) Opus Oils for women,0,0,0,0,0
Island Girl: Tiare (Tahitian) Opus Oils for women,0,0,0,0,0
Island Girl: Tropique (Madagascar) Opus Oils for women,1,0,0,0,1
Jitterbug Opus Oils for women,0,0,1,0,0
M’Eau Joe No 3 - Hollywood Whiskey Fragrance Opus Oils for women and men,0,0,2,4,0
Mother Opus Oils for women and men,0,1,2,0,5
Raspberry Rose Rapture Opus Oils for women and men,2,0,0,0,0
Violet Lilac Dream Opus Oils for women and men,0,0,0,0,2
White Chocolate Delight Opus Oils for women and men,1,0,2,0,0
Pink Champagne Truffle Panah London for women and men,3,4,6,5,21
Strawberry Delight Panah London for women,1,1,1,4,7
Endless Summer Keiko Mecheri for women and men,0,1,1,0,0
Muskiris Keiko Mecheri for women and men,0,1,1,0,0
Rebel Hearts Keiko Mecheri for women,0,0,1,1,3
Turn & Stare Keiko Mecheri for men,0,0,0,2,2
Citrus Perfume Oil Kelly & Jones for women and men,0,0,0,0,0
Earth Perfume Oil Kelly & Jones for women and men,0,0,0,0,0
Floral Perfume Oil Kelly & Jones for women and men,0,0,0,0,0
Fruit Perfume Oil Kelly & Jones for women and men,0,0,0,0,0
Mezcal Blanca Kelly & Jones for women and men,0,0,0,0,0
Mezcal Negra Kelly & Jones for women and men,1,0,1,0,0
Mezcal Roja Kelly & Jones for women and men,0,0,2,0,0
No. 1 Notes of Sauvignon Blanc Kelly & Jones for women and men,0,1,0,0,0
No. 2 Notes of Riesling Kelly & Jones for women and men,0,0,1,0,0
No. 3 Notes of Cabernet Kelly & Jones for women and men,0,0,0,0,0
No. 4 Notes of Merlot Kelly & Jones for women,0,1,1,0,0
No. 5 Notes of Chardonnay Kelly & Jones for women,1,0,3,0,0
Notes of Cabernet Reserve Kelly & Jones for women and men,0,1,0,1,0
Notes of Chardonnay Reserve Kelly & Jones for women and men,0,0,0,1,0
Notes of Merlot Reserve Kelly & Jones for women and men,0,0,0,0,0
Notes of Pinot Grigio Reserve Kelly & Jones for women and men,0,0,0,0,0
Notes Of Riesling Reserve Kelly & Jones for women and men,0,0,1,0,0
Notes of Rose Reserve Kelly & Jones for women and men,1,0,1,0,0
Oak Perfume Oil Kelly & Jones for women and men,0,0,0,0,0
Day Sarabecca for women,2,2,0,0,1
Night Sarabecca for women and men,1,1,1,0,2
Bushido Kenji Tanaka for men,0,1,0,0,0
Bushido Sport Kenji Tanaka for men,0,0,0,0,0
Yukata Kenji Tanaka for women,0,0,0,2,0
Yukata Sport Kenji Tanaka for women,0,0,0,0,0
Yukata Sport Millenium Kenji Tanaka for women,0,0,0,0,0
Tuscany Per Donna Aramis for women,6,4,9,15,5
Jacinth Jonquil Prosody London for women,1,0,0,1,1
Lantern Reed Prosody London for women and men,0,0,0,1,0
Lissom Linden Prosody London for women,1,0,1,0,0
Mocha Muscari Prosody London for women and men,1,0,4,2,4
Neroli Nuance Prosody London for women and men,0,1,0,0,0
Oud Octavo Prosody London for women and men,0,1,1,2,2
Rose Rondeaux Prosody London for women,0,1,1,1,1
Book Commodity for women and men,0,4,8,3,2
Rain Commodity for women and men,3,2,26,4,5
Whiskey Commodity for women and men,2,1,5,1,1
Tiv Perfume for Women - A Caribbean Original Tiv for women,0,0,0,1,0
Flight Mode M.INT for women and men,0,0,0,0,0
Epiphany Sfumato for women and men,0,0,1,1,0
Gravitas Sfumato for women and men,0,0,0,0,0
Mocha Valentino Sfumato for women and men,0,0,0,0,0
Siren Song Sfumato for women and men,0,0,0,0,0
Survival Instinct Sfumato for women and men,0,0,0,0,0
For Walks Blocki Perfumes for women and men,0,0,2,1,0
In Every Season Blocki Perfumes for women,0,0,1,1,0
Sanrovia Blocki Perfumes for women and men,0,0,0,0,0
This Grand Affair Blocki Perfumes for women and men,1,2,0,1,2
01 Sunda Odin for women and men,7,5,15,2,2
03 Century Odin for women and men,2,2,10,9,1
Canturi Stefano Canturi for women,2,2,4,3,0
For Walks Blocki Perfumes for women and men,0,0,2,1,0
In Every Season Blocki Perfumes for women,0,0,1,1,0
Sanrovia Blocki Perfumes for women and men,0,0,0,0,0
This Grand Affair Blocki Perfumes for women and men,1,2,0,1,2
01 Sunda Odin for women and men,7,5,15,2,2
03 Century Odin for women and men,2,2,10,9,1
Canturi Stefano Canturi for women,2,2,4,3,0
Adore Rasht Otr for women and men,0,0,0,0,0
Endless Love Rasht Otr for women and men,0,0,0,0,0
His Highness Rasht Otr for women and men,0,0,0,0,0
Immortal Rasht Otr for women and men,0,0,0,0,0
Interlaken Rasht Otr for women and men,0,0,0,0,0
Lora Rasht Otr for women and men,0,0,0,0,0
Luxury Oud Rasht Otr for women and men,0,0,0,0,0
Monaco Rasht Otr for women and men,0,0,0,0,0
Mykonos Rasht Otr for women and men,0,0,0,1,0
Private Rasht Otr for women and men,0,0,0,0,0
Royal Rasht Otr for women and men,0,0,0,0,0
Sevo Rasht Otr for women and men,0,0,0,0,0
Shy Rasht Otr for women and men,0,0,0,0,0
Soul Rasht Otr for women and men,0,0,0,0,0
White Amber Rasht Otr for women and men,0,0,0,0,0
Zell Am See Rasht Otr for women and men,0,0,0,0,0
Andy Kaufman Milk & Cookies Xyrena for women and men,0,3,3,4,1
Basic Bitch Xyrena for women and men,2,1,1,1,1
Blue Dream Xyrena for women and men,1,0,0,0,3
Cinemaniac Xyrena for women and men,1,0,1,3,0
Cloud No. 9 Xyrena for women and men,0,0,1,0,2
Dark Ride Xyrena for women and men,0,3,5,5,3
Factory Fresh Xyrena for women and men,0,0,0,0,0
Hellanut Xyrena for women and men,0,1,0,1,4
OG Kush Xyrena for women and men,1,0,3,1,1
Plastic by Trixie Mattel Xyrena for women and men,0,1,1,3,4
Pool Boy Xyrena for women and men,0,0,1,1,2
Scented by Willam Xyrena for women and men,0,0,0,1,1
Shutter Xyrena for women and men,1,0,0,1,1
Sneakerhead Xyrena for women and men,1,0,0,0,0
Space Cake Xyrena for women and men,0,1,0,1,4
Xyrena 66 Xyrena for women and men,0,0,1,1,1
Doux Amour Spadaro Luxury Fragrances for women,0,1,0,3,1
Kasmaran Privé Spadaro Luxury Fragrances for women and men,0,0,0,0,0
Noche Del Fuego Spadaro Luxury Fragrances for women,0,0,0,1,2
Noche Del Fuego 2019 Edition Spadaro Luxury Fragrances for women and men,0,0,0,0,0
Sole Nero Spadaro Luxury Fragrances for women,1,0,3,0,1
Obscenity Bruce LaBruce for women and men,0,0,1,0,1
Iris von Arnim Iris von Arnim for women,0,0,0,0,1
Lovegang Lovegang for women and men,0,0,0,0,0
Amber Resin Amygdala for women and men,0,0,0,0,0
Ambergris Amygdala for women and men,0,0,0,0,0
Bergamot Amygdala for women and men,0,0,0,0,0
Cherry Blossom Amygdala for women and men,0,0,0,0,0
Civet Amygdala for women and men,0,0,0,0,0
Gardenia Amygdala for women and men,0,0,0,0,0
Geranium Amygdala for women and men,0,0,0,0,0
Green Tea Amygdala for women and men,0,0,0,0,0
Honey Amygdala for women and men,0,0,0,0,0
Imperial Rose Amygdala for women and men,0,0,0,0,0
Iris Amygdala for women and men,0,0,0,0,0
Jasmine Amygdala for women and men,0,0,0,0,0
Lavender Amygdala for women and men,0,0,0,0,0
Leather Amygdala for women and men,0,0,0,0,0
Lemon Amygdala for women and men,0,0,0,0,0
Neroli Amygdala for women and men,0,0,0,0,0
Oakmoss Amygdala for women and men,0,0,0,0,0
Patchouli Amygdala for women and men,0,0,0,0,0
Pear Amygdala for women and men,0,0,0,0,0
Peony Amygdala for women and men,0,0,0,0,1
Pink Pepper Amygdala for women and men,0,0,0,0,0
Redcurrant Amygdala for women and men,0,0,0,0,0
Sea Salt Amygdala for women and men,0,0,0,0,0
Tobacco Amygdala for women and men,0,0,0,0,0
Tonka Bean Amygdala for women and men,0,0,0,0,0
Tuberose Amygdala for women and men,0,1,0,0,0
Vetiver Amygdala for women and men,1,0,0,0,0
Virginia Cedarwood Amygdala for women and men,0,0,0,0,0
Artsy Kimberly New York for women,0,0,1,0,0
Bubble Kimberly New York for women,0,0,0,0,1
Dimple Kimberly New York for women,1,0,0,0,0
Poetry Kimberly New York for women,0,1,0,0,0
A L'Ombre du Figuier Bissoumine for women and men,0,0,4,0,0
Les Fleurs de Nall Bissoumine for women and men,0,0,1,5,0
Matin d'Azur Bissoumine for women and men,0,0,1,0,0
Nuit des Iles Bissoumine for women,1,0,1,2,1
Rivages de Mediterranee Bissoumine for women and men,0,1,0,2,0
Soir Ensoleille Bissoumine for women,0,1,2,0,0
Souffle Sauvage Bissoumine for women and men,0,2,0,3,1
Temps des Reves Bissoumine for women,0,0,0,1,1
Un Ange Passe Bissoumine for women,0,2,1,2,0
Out Of The Blue Hardeman for women and men,0,1,0,0,0
Yatra Aveda for women,0,2,1,2,1
Carambole Карамболь Plangui Parfumeur for women and men,0,0,0,0,0
Fougère Russe Русский Фужер Plangui Parfumeur for women and men,0,0,0,0,0
Hortensia Гортензия Plangui Parfumeur for women and men,0,0,0,0,0
Iris Beige Ирис Беж Plangui Parfumeur for women and men,0,0,0,0,0
Rosa Margo Роза Марго Plangui Parfumeur for women,0,0,0,0,0
White Night Белая Ночь Plangui Parfumeur for women,0,0,0,0,0
Epice Orientale Kristen Michele for women,0,0,0,0,0
Fleurs Blanches Kristen Michele for women,0,0,0,0,0
Notes Fraiches Kristen Michele for women,0,0,0,0,0
Air Vartan Perfumes for women and men,0,1,1,1,0
Carnelian Vartan Perfumes for women and men,0,1,0,5,0
Contentment Vartan Perfumes for women and men,0,0,1,0,0
Garden Dewdrop Vartan Perfumes for women and men,0,0,1,1,0
Library Vartan Perfumes for women and men,0,0,1,2,0
Peridot Vartan Perfumes for women and men,0,0,0,0,0
Rose Ritual Vartan Perfumes for women and men,0,0,1,0,0
Winter Sun Vartan Perfumes for women and men,0,0,0,0,0
Amber Necklace / Бурштинове намисто Char-Zillya for women and men,0,0,0,0,0
Black Flower / Чорна квітка Char-Zillya for women and men,0,0,0,0,0
Fetters / Пута Char-Zillya for women and men,0,0,0,0,0
Hurrem Sultan / Хюррем Султан Char-Zillya for women and men,0,0,0,0,0
Island of the dead towns / Острів мертвих міст Char-Zillya for women and men,0,2,0,0,0
Keiko's tears / Сльози Кейко Char-Zillya for women and men,0,1,0,0,0
Molfar Forest / Мольфарський Ліс Char-Zillya for women and men,0,0,0,0,0
Moon shadow / Тінь Місяця Char-Zillya for women and men,0,0,0,0,0
Partisan Love / Партизанська любов Char-Zillya for women and men,0,0,0,0,0
Sight / Погляд Char-Zillya for women and men,0,0,0,0,0
Spider / Павук Char-Zillya for women and men,0,0,0,0,0
Spring over the Dnieper / Весна над Дніпром Char-Zillya for women and men,0,0,0,0,0
Tales of grandfather Taras / Казки діда Тараса Char-Zillya for women and men,0,0,0,0,0
15 - Foreverness OSM for women and men,0,2,1,1,0
28 - Zouzelle & Saturn’s Return OSM for women and men,2,0,2,0,0
"84 - Youth, But Not Innocence OSM for women and men",1,0,0,1,0
97 - Tarheels & Tonic OSM for women and men,1,0,3,0,0
540 Sahar Al Sharq Perfumes for women and men,0,0,0,0,0
ATTR ALLUBAN BY SAM WARI Sahar Al Sharq Perfumes for women and men,0,0,0,0,1
Bloom Sahar Al Sharq Perfumes for women,0,0,0,0,0
Dunes Oud Sahar Al Sharq Perfumes for men,0,0,0,0,0
Flower Musk Sahar Al Sharq Perfumes for women and men,0,0,0,0,0
It's Complicated Sahar Al Sharq Perfumes for men,0,0,0,0,0
Oud No. 1 Sahar Al Sharq Perfumes for men,0,0,0,0,0
Oudy Sahar Al Sharq Perfumes for women and men,0,0,0,0,0
Parched Oud By Sam Wari Sahar Al Sharq Perfumes for women and men,0,1,0,0,0
Patchouli Musk Sahar Al Sharq Perfumes for women,0,0,0,0,0
Shai Blue By Sam Wari Sahar Al Sharq Perfumes for women and men,0,0,0,0,0
Soir De La Vie Sahar Al Sharq Perfumes for women and men,0,0,0,0,0
Autumn Defoliation Art Deco Perfumes for women and men,0,0,0,0,1
Her Money Liquid Money for women,1,0,0,0,0
His Money Liquid Money for men,0,2,0,1,0
Essence Imperiale Russe Lengyel for men,0,0,0,0,1
Fulfillment Lengyel for women and men,0,0,0,0,0
Gift Of An Empress Lengyel for women,0,0,0,0,0
Julika Lengyel for women,0,0,0,0,0
Hypnotique Max Factor for women,0,0,6,1,1
Calm Belsans for women and men,0,0,0,0,0
Confidence Belsans for women and men,0,0,0,0,0
Vitality Belsans for women and men,0,0,0,0,0
Hombre Habanero Brocard for men,0,1,1,0,1
Renaissance Man Chris Collins for men,3,1,1,3,3
Spicy Calabria Maison Sybarite for men,0,0,2,1,0
Sweet Ambrette Majouri for women and men,0,0,0,0,0
Aboriginal Gardens Nicolas Danila for women,0,0,0,0,0
Amazonian Gardens Nicolas Danila for women,0,0,0,0,0
Amerindian Gardens Nicolas Danila for women,0,0,0,0,0
Arabian Gardens Nicolas Danila for women,1,0,0,1,0
Asian Gardens Nicolas Danila for women,0,0,0,0,0
European Gardens Nicolas Danila for women,0,0,0,0,0
Polynesian Gardens Nicolas Danila for women,0,0,1,0,0
Sweet Home Brocard for women,0,1,0,0,0
Harlem Nights Chris Collins for women and men,1,2,4,0,4
Brooklyn Bond No 9 for women and men,17,10,26,39,11
