name,poor,weak,moderate,long_lasting,very_long_lasting
Greenergy Givenchy for men,1,3,10,2,3
Oblique Fast Forward Givenchy for women and men,0,2,7,10,1
Gucci by Gucci Eau de Parfum Gucci for women,21,41,131,82,40
Gucci by Gucci Eau de Toilette Gucci for women,16,12,25,34,7
Catalyst for Men Halston for men,2,2,10,20,7
Harajuku Lovers Sunshine Cuties Love Harajuku Lovers for women,1,2,3,2,2
Boss In Motion Black Hugo Boss for men,4,11,8,0,0
Gold Jay Z for men,18,13,51,18,7
Gold Extreme Jay Z for men,1,0,1,1,1
Jil Sander Pure Jil Sander for women,1,9,10,10,0
Jil Sander Pure for Men Jil Sander for men,1,0,3,4,1
The Essentials Pure Man Jil Sander for men,0,0,1,5,2
Amethyst Judith Leiber for women,1,2,13,1,1
L'Eau par Kenzo Ice pour Femme Kenzo for women,1,4,7,1,0
Oud Ambroisie Lancome for women and men,9,6,9,14,6
Feraud Homme Louis Feraud for men,0,2,5,2,1
Mauboussin in Red Mauboussin for women,0,0,1,2,2
Modern Quartz Molyneux for women,0,1,7,6,0
L'Eau Cheap and Chic Moschino for women,4,7,23,12,6
Mustang Mustang for men,3,3,9,3,1
Une Touche de Naf Naf NafNaf for women,2,10,9,1,1
Egeo Cherry O Boticário for women,0,0,0,0,0
So de la Renta Oscar de la Renta for women,14,18,44,20,11
Samba Amber Perfumer's Workshop for men,0,0,3,0,0
Garden Gangster Pinrose for women and men,0,2,1,0,2
Moonlight Gypsy Pinrose for women,0,1,3,3,1
Rooftop Socialite Pinrose for women,0,0,3,0,0
Treehouse Royal Pinrose for women,1,0,7,4,0
Replay for Her Replay for women,3,3,7,5,2
Replay Intense for Her Replay for women,0,0,1,0,0
VV Man Roberto Verino for men,0,4,2,4,4
VV Platinum Roberto Verino for women,0,4,7,1,0
Salvador by Salvador Dali (1992) Salvador Dali for men,2,2,11,11,7
3 AM Sean John for men,6,12,30,9,7
Indigo Flame The House Of Potentia for women and men,0,1,0,0,0
Set Sail South Seas Tommy Bahama for women,1,0,1,1,1
Set Sail South Seas for Men Tommy Bahama for men,3,5,6,1,3
Tommy Bahama for Men Tommy Bahama for men,2,7,18,33,1
Tommy Bahama Very Cool For Men Tommy Bahama for men,9,27,25,1,0
Gardenia 2012 Tuvaché for women,0,2,0,0,0
Rock'n Dreams Valentino for women,3,1,11,3,0
Glam Princess Vera Wang for women,11,13,33,8,4
Princess Vera Wang for women,67,105,316,130,44
Dream Angels Halo Victoria's Secret for women,3,2,16,4,1
Dream Angels Heavenly Victoria's Secret for women,20,42,98,27,13
Heavenly Eau de Parfum 2019 Victoria's Secret for women,0,1,0,0,1
Cuir Yves Saint Laurent for women and men,9,2,5,10,4
After My Own Heart Ineke for women,7,3,16,8,3
Angel’s Trumpet Ineke for women,0,1,4,2,0
Balmy Days & Sundays Ineke for women,2,9,6,4,0
Briar Rose Ineke for women,4,3,8,3,2
Chemical Bonding Ineke for women,3,4,6,5,0
Derring-Do Ineke for women and men,8,1,9,5,2
Evening Edged In Gold Ineke for women,7,5,17,12,3
Field Notes From Paris Ineke for women and men,5,9,17,25,6
Gilded Lily Ineke for women,2,1,14,9,0
Hothouse Flower Ineke for women,4,2,13,8,3
Idyllwild Ineke for women and men,5,6,6,3,3
Jack + Jackie Ineke for women and men,2,0,1,0,0
Jaipur Chai Ineke for women and men,2,0,2,6,1
Poet’s Jasmine Ineke for women,0,1,9,2,0
Scarlet Larkspur Ineke for women,3,1,5,4,0
Sweet William Ineke for women and men,0,0,10,8,1
Eau du Soir Sisley for women,8,14,34,91,108
Eau du Soir 2001 Sisley for women,0,0,0,1,0
Eau du Soir 2002 Sisley for women,0,0,0,0,1
Eau du Soir 2003 Sisley for women,0,0,0,0,0
Eau du Soir 2004 Sisley for women,0,1,0,0,0
Eau du Soir 2005 Sisley for women,0,0,1,0,0
Eau du Soir 2006 Sisley for women,0,0,1,0,0
Eau du Soir 2007 Sisley for women,0,0,0,0,0
Eau du Soir 2008 Sisley for women,0,0,0,2,0
Eau du Soir 2009 Sisley for women,0,0,1,0,1
Eau du Soir 2010 Sisley for women,0,1,1,1,1
Eau du Soir 2011 Sisley for women,0,0,0,0,0
Eau du Soir 2012 Sisley for women,0,0,0,1,0
Eau du Soir 2013 Sisley for women,0,0,0,1,2
Eau du Soir 2014 Sisley for women,0,1,1,1,0
Eau du Soir 2016 Sisley for women,0,0,0,1,1
Eau du Soir 2017 Sisley for women,0,0,0,1,0
Ambre Fétiche Annick Goutal for women and men,9,7,25,84,46
Ce Soir Ou Jamais Annick Goutal for women,8,11,33,10,8
Chat Perché Annick Goutal for women and men,0,5,0,0,1
Duel Annick Goutal for men,12,10,30,18,9
Eau de Monsieur Annick Goutal for men,1,7,15,3,0
Eau du Fier Annick Goutal for men,2,3,1,2,2
Encens Flamboyant Annick Goutal for women and men,16,11,23,41,20
Grand Amour Annick Goutal for women,14,10,28,33,11
Heure Exquise Annick Goutal for women,8,7,32,11,4
L’Ile au Thé Annick Goutal for women and men,11,8,17,3,5
La Violette Annick Goutal for women,13,14,31,11,2
Le Chevrefeuille Annick Goutal for women,25,26,35,4,3
Le Jasmin Annick Goutal for women,2,4,6,4,1
Le Mimosa Annick Goutal for women,9,12,2,3,5
Le Muguet Annick Goutal for women,5,4,15,4,2
Les Colognes Eau d'Hadrien Annick Goutal for women and men,6,11,8,2,2
Les Colognes Neroli Annick Goutal for women and men,5,13,12,5,2
Les Colognes Vetiver Annick Goutal for women and men,2,2,18,5,3
Les Nuits d'Hadrien Annick Goutal for women and men,15,23,38,13,2
Mandragore Annick Goutal for women and men,26,32,45,10,11
Mandragore Pourpre Annick Goutal for women and men,7,9,42,15,6
"Mon Parfum Cheri, par Camille Annick Goutal for women",10,4,14,22,19
Musc Nomade Annick Goutal for women and men,25,20,17,27,25
Myrrhe Ardente Annick Goutal for women and men,6,6,38,20,12
Neroli Annick Goutal for women and men,11,10,11,2,1
Ninfeo Mio Annick Goutal for women and men,14,19,82,65,10
Nuit Etoilee Annick Goutal for women and men,21,26,87,28,8
Nuit Etoilee Eau de Parfum Annick Goutal for women and men,5,7,26,17,8
Petite Chérie - Claudie Pierlot Edition Annick Goutal for women,3,0,0,1,3
Quel Amour! Annick Goutal for women,15,11,34,7,8
Rose Oud Annick Goutal for women and men,1,1,0,0,0
Rose Splendide Annick Goutal for women,5,14,23,8,6
Songes Annick Goutal for women,16,18,65,101,24
Un Matin d'Orage Annick Goutal for women,13,18,67,14,4
Un Matin d'Orage Eau de Parfum Annick Goutal for women,3,1,2,9,2
Vanille Exquise Annick Goutal for women,21,28,32,14,8
Vent de Folie Annick Goutal for women,12,5,17,6,3
L'Antimatiere Les Nez for women and men,1,4,2,1,5
Let Me Play the Lion Les Nez for women and men,1,3,2,4,1
The Unicorn Spell Les Nez for women,1,3,5,1,1
Turtle Vetiver Les Nez for men,0,0,1,0,0
Turtle Vetiver Back Les Nez for women and men,1,0,1,8,0
Turtle Vetiver Front Les Nez for women and men,0,0,3,1,0
Nuit de Bakélite Naomi Goodsir for women and men,3,7,4,14,25
Coriandre Jean Couturier for women,10,17,42,44,13
Kingdom Alexander McQueen for women,6,7,23,32,43
Kingdom Limited Edition Alexander McQueen for women,0,0,0,1,2
Oh La La Azzaro for women,2,1,6,9,8
Initial Boucheron for women,2,7,10,19,9
Trouble Boucheron for women,9,10,47,46,27
Ambero Bvlgari for men,4,1,3,11,7
Aqva Amara Bvlgari for men,50,60,268,876,190
Aqva Pour Homme Bvlgari for men,72,111,608,335,73
Aqva Pour Homme Atlantiqve Bvlgari for men,31,34,77,212,113
Aqva Pour Homme Marine Bvlgari for men,38,48,312,134,28
Aqva Pour Homme Marine Toniq Bvlgari for men,8,12,21,32,9
Aqva Pour Homme Toniq Bvlgari for men,3,7,29,11,8
BLV Eau de Parfum II Bvlgari for women,24,22,46,29,4
Bvlgari Extreme Bvlgari for men,21,28,116,250,42
Bvlgari Pour Homme Bvlgari for men,23,27,131,124,30
Eau Parfumee au The Blanc Bvlgari for women and men,32,76,92,29,19
Eau Parfumee au The Noir Bvlgari for women and men,14,17,50,27,10
Falkar Bvlgari for men,0,0,4,3,8
Garanat Bvlgari for men,5,2,4,8,8
Gyan Bvlgari for men,7,1,4,12,17
Kobraa Bvlgari for men,4,1,1,4,0
Malakeos Bvlgari for men,2,1,3,8,1
Onekh Bvlgari for men,1,1,3,17,4
Opalon Bvlgari for men,2,1,5,7,1
Splendida Magnolia Sensuel Bvlgari for women,9,16,23,10,3
Tygar Bvlgari for men,4,10,13,26,12
Yasep Bvlgari for men,0,0,1,2,0
Eternity Moment Calvin Klein for women,15,31,116,63,24
Truth Calvin Klein for women,22,29,114,74,22
Chic Carolina Herrera for women,3,10,15,25,16
Pasha Cartier Cartier for men,17,13,79,83,20
Parfum Divin Caudalie for women,8,6,10,7,7
Thé Des Vignes Caudalie for women,9,11,18,3,1
Eau de Dolce Vita Christian Dior for women,4,1,18,8,5
Midnight Poison Christian Dior for women,29,44,140,280,138
Midnight Poison Extrait de Parfum Christian Dior for women,2,5,2,6,9
Diesel Fuel For Life Cologne for Men Diesel for men,1,4,4,2,1
Diesel Fuel for Life Unlimited Diesel for women,8,12,42,29,6
Fuel For Life Femme Diesel for women,4,10,31,41,19
Fuel for Life Homme Diesel for men,18,23,122,255,57
Un Bateau pour Capri Eau D'Italie for women,0,4,6,2,0
Essenza di Zegna Ermenegildo Zegna for men,6,1,28,19,3
Florentine Iris Ermenegildo Zegna for men,7,11,18,57,35
Indonesian Oud Ermenegildo Zegna for men,9,12,14,63,82
Italian Bergamot Ermenegildo Zegna for men,11,9,21,19,20
Javanese Patchouli Ermenegildo Zegna for men,11,9,31,40,14
Sicilian Mandarin Ermenegildo Zegna for men,8,8,29,30,5
J'S Exte Woman Exte for women,1,1,2,1,0
Theorema Uomo Fendi for men,2,1,6,2,4
Armani Code Sport Giorgio Armani for men,10,16,76,122,28
Emporio Armani Diamonds Black Carat for Her Giorgio Armani for women,4,1,15,14,5
Emporio Armani Diamonds Black Carat for Him Giorgio Armani for men,1,3,9,12,23
Emporio Armani Diamonds for Men Giorgio Armani for men,18,32,128,75,20
Mania Giorgio Armani for women,5,5,14,10,3
Sensi Giorgio Armani for women,11,18,31,86,36
Hot Couture Givenchy for women,26,34,94,124,62
Hot Couture Eau de Toilette Givenchy for women,10,14,28,76,18
Closer Halle Berry for women,7,8,19,14,6
L'Eau Bleue d'Issey Pour Homme Issey Miyake for men,41,27,140,293,57
L'eau d'Issey Issey Miyake for women,26,34,168,237,65
L'Eau d'Issey Ettore Sottsass Edition Issey Miyake for women,0,0,0,0,0
L'Eau d'Issey Extract Edition Shiro Kuramata Issey Miyake for women,0,0,0,0,0
L'Eau d'Issey Pour Homme Issey Miyake for men,71,123,592,1046,219
L'Eau d'Issey Pour Homme Intense Issey Miyake for men,29,33,122,266,58
L'Eau d'Issey Pour Homme Summer Eau de Toilette Issey Miyake for men,1,4,7,4,2
L'Eau d'Issey Summer Eau de Toilette Issey Miyake for women,0,2,0,0,0
L’Eau d’Issey Fleur de Bois Issey Miyake for women,0,1,4,1,1
L’Eau d’Issey pour Homme Edition Bois Issey Miyake for men,3,1,4,27,0
L’Eau d’Issey Pour Homme Sport Issey Miyake for men,18,34,150,57,18
Le Feu d'Issey Issey Miyake for women,4,7,8,42,35
Le Feu D'Issey Light Issey Miyake for women,3,6,20,9,7
Classique Jean Paul Gaultier for women,49,53,164,436,261
Classique Belle en Corset Jean Paul Gaultier for women,0,1,2,2,3
Classique Collector's Snow Globe Jean Paul Gaultier for women,0,0,2,0,1
Classique Eau de Parfum Jean Paul Gaultier for women,22,30,74,161,58
Classique Eau de Parfum Collector 2017 Jean Paul Gaultier for women,4,6,7,13,9
Classique Edition Collector Jean Paul Gaultier for women,0,0,1,1,0
Classique Love Actually Jean Paul Gaultier for women,1,1,1,1,0
Classique Pirate Edition Jean Paul Gaultier for women,0,0,3,2,1
Classique Silver My Skin Jean Paul Gaultier for women,1,0,2,5,0
Classique X Jean Paul Gaultier for women,7,8,35,13,5
Classique X Jewel Edition 2011 Jean Paul Gaultier for women,0,1,1,1,0
Classique X L'Eau Jean Paul Gaultier for women,1,0,3,2,0
Classique X Love Actually Jean Paul Gaultier for women,0,0,1,2,0
Sander for Men Jil Sander for men,12,25,104,45,6
L'Eau par Kenzo Ice pour Homme Kenzo for men,2,5,2,2,2
L'Eau par Kenzo Love L'Eau Kenzo for women,0,0,1,0,0
Easy Krizia Krizia for women,0,1,1,5,0
Calypso Lancome for women,0,1,1,1,1
Magnifique Lancome for women,11,15,65,64,12
Poeme Lancome for women,15,13,71,241,327
Afternoon Swim Louis Vuitton for women and men,5,8,16,7,6
Apogée Louis Vuitton for women,4,5,14,5,0
Attrape-Rêves Louis Vuitton for women,4,1,5,8,8
Au Hasard Louis Vuitton for men,6,7,6,4,9
Cactus Garden Louis Vuitton for women and men,5,4,6,9,1
California Dream Louis Vuitton for women and men,1,0,3,4,6
Cœur Battant Louis Vuitton for women,1,2,6,1,2
Contre Moi Louis Vuitton for women,7,2,13,14,8
Dans la Peau Louis Vuitton for women,2,4,9,10,2
Heures d'Absence Louis Vuitton for women,1,3,0,0,0
L’Immensité Louis Vuitton for men,4,6,11,15,8
Le Jour se Lève Louis Vuitton for women,1,3,13,1,0
Les Sables Roses Louis Vuitton for women and men,2,2,4,6,9
Matière Noire Louis Vuitton for women,8,2,5,16,7
Mille Feux Louis Vuitton for women,4,3,10,9,8
Nouveau Monde Louis Vuitton for men,3,5,4,13,43
Nuit de Feu Louis Vuitton for women and men,1,1,1,3,4
Ombre Nomade Louis Vuitton for women and men,2,9,14,9,59
Orage Louis Vuitton for men,10,3,15,8,4
Rose des Vents Louis Vuitton for women,2,8,14,11,4
Sun Song Louis Vuitton for women and men,1,3,6,4,1
Sur la Route Louis Vuitton for men,3,3,16,2,5
Turbulences Louis Vuitton for women,2,3,13,7,6
Beach Walk Maison Martin Margiela for women,29,30,114,52,18
Coffee Break Maison Martin Margiela for women and men,10,8,17,4,4
Flower Market Maison Martin Margiela for women,5,10,20,28,6
Funfair Evening Maison Martin Margiela for women,9,10,26,7,9
Springtime in a Park Maison Martin Margiela for women and men,3,6,12,0,4
Nina Nina Ricci for women,55,98,440,127,37
Nina Fantasy Nina Ricci for women,6,19,21,6,4
Nina Gold Edition Nina Ricci for women,0,3,1,1,0
Nina Holiday Edition 2019 Nina Ricci for women,0,2,0,0,0
Nina Precious Swarovski Edition Nina Ricci for women,0,0,3,0,0
Nina Prestige Edition Nina Ricci for women,0,0,3,2,2
Linda na Dança O Boticário for women,0,0,2,0,0
Intrusion Oscar de la Renta for women,9,8,29,16,6
Paco Rabanne Pour Elle Paco Rabanne for women,0,3,9,13,19
Ultraviolet Paco Rabanne for women,12,27,83,94,51
Ultraviolet Paco Rabanne for men,21,24,75,142,29
Ultraviolet Aquatic Plastic Paco Rabanne for women,2,1,1,0,0
Ultraviolet Metal Beach Paco Rabanne for women,0,0,1,5,1
Serpentine Roberto Cavalli for women,20,29,87,48,15
Absolu Rochas for women,6,15,47,22,6
Alchimie Rochas for women,5,7,16,40,29
Aquaman Rochas for men,1,10,10,12,5
Eau de Gingembre Roger & Gallet for women and men,9,10,13,4,1
Parfum Subtil Salvatore Ferragamo for women,7,4,18,7,1
Salvatore Ferragamo pour Femme Salvatore Ferragamo for women,7,4,28,28,8
Vocalise Shiseido for women,1,0,3,3,2
L.I.L.Y Stella McCartney for women,6,12,30,19,9
Print Collection Stella 01 (2011) Stella McCartney for women,1,1,3,0,0
Print Collection Stella 01 (2012) Stella McCartney for women,0,0,2,1,0
Print Collection Stella 02 (2011) Stella McCartney for women,0,1,2,1,0
Print Collection Stella 02 (2012) Stella McCartney for women,0,0,1,2,0
Print Collection Stella 03 (2011) Stella McCartney for women,0,0,1,0,1
Print Collection Stella 03 (2012) Stella McCartney for women,0,0,0,1,1
Stella Stella McCartney for women,44,86,207,119,43
Stella (2014) Stella McCartney for women,29,58,44,24,10
Stella in Two Amber Stella McCartney for women,1,1,2,0,3
Stella in Two Peony Stella McCartney for women,3,6,20,19,7
Noir de Noir Tom Ford for women and men,56,65,139,396,176
Murmure Van Cleef & Arpels for women,4,1,7,12,2
Zanzibar Van Cleef & Arpels for men,5,5,19,5,4
So Elixir Yves Rocher for women,5,10,67,81,19
So Elixir Eau de Toilette Yves Rocher for women,3,6,24,12,2
Tendre Jasmin Yves Rocher for women,11,24,92,36,7
Vanile Noire Eau de Parfum Yves Rocher for women,4,6,15,11,3
Vanille Noire Yves Rocher for women,44,43,154,86,27
Cinéma Yves Saint Laurent for women,43,60,213,310,97
Cinéma Eau de Toilette Yves Saint Laurent for women,0,0,3,2,2
Elle Yves Saint Laurent for women,32,35,102,124,41
Elle Summer Fragrance 2008 Yves Saint Laurent for women,0,3,1,3,0
M7 Yves Saint Laurent for men,42,26,91,240,272
Nu Yves Saint Laurent for women,5,6,23,85,53
Nu Eau de Toilette Yves Saint Laurent for women,6,4,9,28,10
Opium Pour Homme Yves Saint Laurent for men,21,28,120,365,142
Opium Pour Homme Eau de Parfum Yves Saint Laurent for men,7,9,9,35,107
Rive Gauche pour Homme Yves Saint Laurent for men,33,25,78,231,62
Orangers en Fleurs Houbigant for women,8,6,36,27,6
Flagrant Delice Terry de Gunzburg for women,5,6,9,14,3
Ombre Mercure Terry de Gunzburg for women,2,4,13,31,8
Parti Pris Terry de Gunzburg for women,2,5,10,8,3
Bergamotto Royal Acqua Reale for women and men,1,1,0,0,0
Cedre Royal Acqua Reale for men,0,0,0,0,0
The Library Collection Opus IV Amouage for women and men,5,5,4,53,36
Chacok Chacok for women,0,0,1,0,1
L’Enfant Terrible Jovoy Paris for women and men,6,3,7,14,9
La Liturgie des Heures Jovoy Paris for women and men,9,9,34,31,10
Psychedelique Jovoy Paris for women and men,18,9,25,66,88
Ten Strike M.INT for women and men,0,0,0,1,0
Ispazon Parfums de Marly for men,3,5,16,25,9
Ivoire Pierre Balmain for women,17,19,77,87,32
Do Re Reminiscence for women,4,2,4,11,8
Mi Fa Reminiscence for women,2,2,9,10,7
Si Do Reminiscence for women,1,1,4,1,1
Sol La Reminiscence for women,0,0,3,0,3
Bouquet Ideale Xerjoff for women,13,12,21,35,28
 L’Heure Bleue Extract Guerlain for women,1,2,7,15,16
Apres l'Ondee Guerlain for women,81,56,96,29,20
Bouquet de Faunes Guerlain for women,0,0,1,0,5
Candide Effluve Guerlain for women,2,2,1,0,1
Champs Elysees Eau de Parfum Guerlain for women,13,8,58,65,22
Champs Elysees Eau de Toilette Guerlain for women,15,30,86,110,50
Champs Elysees Extract Guerlain for women,1,0,1,7,1
Coque d'Or Guerlain for women,1,0,4,0,2
Djedi Guerlain for women,5,0,3,2,14
Eau de Fleurs de Cedrat Guerlain for women and men,42,9,8,5,0
Fol Arôme Guerlain for women,0,0,0,1,0
Guerlinade Guerlain for women,6,3,3,4,1
Kadine Guerlain for women,1,0,0,3,1
L'Heure Bleue Eau de Parfum Guerlain for women,33,33,100,267,151
L'Heure Bleue Eau de Toilette Guerlain for women,12,8,20,33,8
Liu Guerlain for women,0,9,16,13,4
Mitsouko Eau de Cologne Guerlain for women,0,0,4,3,0
Mitsouko Eau de Parfum Guerlain for women,18,23,56,168,103
Mitsouko Eau de Toilette Guerlain for women,33,41,124,210,85
Mitsouko Extract Guerlain for women,4,0,7,28,17
Mouchoir de Monsieur Guerlain for men,9,20,26,11,9
Muguet (original) Guerlain for women,0,0,0,0,1
Ode Guerlain for women,1,1,0,1,1
Rue de la Paix Guerlain for women,0,0,1,0,1
Shalimar Eau de Parfum Guerlain for women,56,70,235,621,295
Shalimar Edition Charms Eau de Parfum Guerlain for women,0,0,2,3,3
Shalimar Extrait Guerlain for women,1,1,3,2,6
Shalimar Oiseau de Paradis Guerlain for women,4,0,1,2,4
Shalimar Parfum Guerlain for women,3,4,7,18,33
Shalimar Yellow Gold Limited Edition Guerlain for women,2,1,0,1,4
Sous le Vent Guerlain for women,4,2,15,8,5
Vega Guerlain for women,0,5,4,3,3
Voilette de Madame Guerlain for women,0,0,0,1,2
Vol de Nuit Guerlain for women,33,44,73,57,25
Vol de Nuit Extract Guerlain for women,5,5,4,18,9
Sonar 27 87 for women and men,2,0,1,3,0
Adidas Get Ready! For Her Adidas for women,2,12,11,2,1
Adidas Get Ready! For Him Adidas for men,6,4,20,1,0
Safari Arabesque Perfumes for women and men,1,0,0,0,0
Attraction Rush for Him Avon for men,0,1,3,2,0
Chrome Pure Azzaro for men,9,16,32,57,34
Boucheron Quatre Absolue de Nuit Pour Homme Boucheron for men,3,6,10,11,7
Horizon Davidoff for men,10,11,37,42,13
Horizon Extreme Davidoff for men,7,4,7,23,10
The Brilliant Game Davidoff for men,8,9,35,16,5
Cologne 352 Ex Nihilo for women and men,5,3,12,17,5
1 - The Black Tee Gammon for men,0,1,1,0,0
