name,poor,weak,moderate,long_lasting,very_long_lasting
The Extreme Alexandria Fragrances for women and men,3,1,1,0,2
The Extreme Alexandria Fragrances for men,3,0,0,4,1
The God Father Alexandria Fragrances for women and men,4,3,3,11,23
The Irish Gentleman Alexandria Fragrances for women and men,1,0,4,4,7
The Run Way Alexandria Fragrances for men,4,1,9,13,3
Trepak Alexandria Fragrances for women and men,0,0,0,2,1
Tropical Aura Alexandria Fragrances for women and men,4,1,2,8,2
Tropical Nights Alexandria Fragrances for women and men,3,1,7,5,3
Unforgettable Alexandria Fragrances for women,1,1,1,1,2
Valley Of The Kings Alexandria Fragrances for women and men,1,2,2,5,5
Vanille Doree Alexandria Fragrances for women and men,1,1,2,3,3
Velvet Iris Alexandria Fragrances for men,0,3,3,6,0
Vitamin C Alexandria Fragrances for women and men,0,1,3,0,0
Wasted Moment Alexandria Fragrances for women and men,9,5,4,23,9
White Musk Perfume Oil Alexandria Fragrances for women and men,0,0,0,0,4
White Oud Perfume Oil Alexandria Fragrances for women and men,1,0,0,0,4
White Zest Alexandria Fragrances for women and men,5,1,10,4,1
Wyatt John Alexandria Fragrances for women and men,0,0,0,0,3
Zion Alexandria Fragrances for men,18,10,23,63,15
Power by 50 Cent 50 Cent for men,7,15,33,6,4
Fresh Impact Adidas for men,4,16,13,3,3
Aqua Quorum Antonio Puig for men,5,13,51,10,5
New West for Him Aramis for men,4,5,20,24,38
Tuscany Forte Per Uomo Aramis for men,0,2,5,4,1
Avon Sensuelle Avon for women,12,17,39,6,2
Doce Balanço Avon for women,0,0,0,0,0
Extraordinary Avon for women,5,10,26,31,6
Haiku Awakenings Avon for women,0,1,1,2,0
Imari Seduction Avon for women,11,13,34,11,7
Pur Blanca Avon for women,39,75,60,7,9
Pur Blanca Noite Avon for women,1,0,0,0,1
Segno Success Avon for men,0,1,1,0,1
Black Walnut Banana Republic for men,14,30,45,18,9
Republic of Women Banana Republic for women,0,4,7,1,1
Republic of Women Essence Banana Republic for women,1,0,1,0,2
FiDi Bond No 9 for women and men,0,2,0,0,2
Cosmic Radiance Britney Spears for women,9,14,83,18,10
CK All Calvin Klein for women and men,15,22,56,45,35
CK One Calvin Klein for women and men,102,269,754,179,54
CK One Chinese New Year Edition Calvin Klein for women and men,1,0,3,2,0
CK One Collector's Edition Calvin Klein for women,3,1,3,3,3
CK One Collector's Edition Calvin Klein for women and men,0,1,11,4,0
Ck One Graffiti Calvin Klein for women and men,0,0,3,1,0
CK One Summer 2007 Calvin Klein for women and men,1,5,14,1,4
CK One Summer 2008 Calvin Klein for women and men,0,3,8,10,7
CK One Summer 2015 Calvin Klein for women and men,12,18,23,3,6
Eternity Moment Calvin Klein for women,15,31,116,63,24
Pure Brilliance Celine Dion for women,5,6,17,5,3
Image Woman Cerruti for women,4,14,35,15,4
White Woods Clean for women and men,8,7,36,5,2
Stetson All American Coty for men,1,1,5,1,0
David Yurman Fragrance David Yurman for women,6,5,18,34,25
Delicate Essence David Yurman for women,5,7,8,2,5
Exotic Essence David Yurman for women,5,7,16,6,6
Fresh Essence David Yurman for women,4,4,6,2,3
Denise Richards Denise Richards for women,1,0,8,1,0
Diesel Fuel for Life Unlimited Diesel for women,8,12,42,29,6
DKNY Men 2009 Donna Karan for men,3,6,30,12,3
Velvet Lavender Eric Buterbaugh Florals for women and men,0,2,5,1,3
Florentine Iris Ermenegildo Zegna for men,7,11,18,57,35
Indonesian Oud Ermenegildo Zegna for men,9,12,14,63,82
Italian Bergamot Ermenegildo Zegna for men,11,9,21,19,20
Javanese Patchouli Ermenegildo Zegna for men,11,9,31,40,14
Sicilian Mandarin Ermenegildo Zegna for men,8,8,29,30,5
Fascina Collection Ésika for women,0,0,1,0,0
Iluminas Ésika for women,0,0,0,0,0
Bronze Goddess Capri Estée Lauder for women,0,2,12,6,3
Modern Muse Estée Lauder for women,42,64,146,99,32
Gabriela Sabatini Gabriela Sabatini for women,8,4,20,35,7
Sensi White Notes Giorgio Armani for women,4,8,10,8,2
Giorgio Beverly Hills Blue Giorgio Beverly Hills for women,5,5,14,3,4
Catalyst for Men Halston for men,2,2,10,20,7
Harajuku Lovers Baby Harajuku Lovers for women,9,14,30,6,1
Harajuku Lovers Snow Bunnies Baby Harajuku Lovers for women,0,2,2,0,0
Love & Glamour Jennifer Lopez for women,22,23,20,7,9
JV x NJ John Varvatos for men,7,6,12,3,4
Black Linen Joseph Abboud for men,0,0,2,6,3
Joseph Abboud Joseph Abboud for men,2,0,8,1,1
Eau de Couture Juicy Couture for women,4,6,27,16,6
Juicy Couture Juicy Couture for women,17,27,126,127,40
Black Bold Kenneth Cole for men,6,6,11,22,4
Kenneth Cole Black for Men Kenneth Cole for men,17,40,124,110,11
Miracle Lancome for women,53,73,329,217,67
Miracle Tendre Voyage Lancome for women,0,0,0,2,0
O Oui! Lancome for women,6,10,26,13,4
Mambo for Woman Liz Claiborne for women,7,4,13,17,4
Spark for Men Liz Claiborne for men,1,1,6,16,3
Lucky You for Women Lucky Brand for women,2,10,21,6,3
Azure Haze M.INT for women and men,0,0,0,1,1
Kashbah Sunset Massimo Dutti for men,0,0,0,2,3
Pure Woody by Harry Fremont Mercedes-Benz for men,0,2,13,5,1
Glam Jasmine Michael Kors for women,13,24,42,16,13
Michael for Men Michael Kors for men,12,8,61,101,28
Michael Kors for Men Michael Kors for men,14,11,38,31,9
Sexy Amber Michael Kors for women,14,18,82,50,27
Latitude Longitude Nautica for men,1,0,9,7,1
Nautica Aqua Rush Nautica for men,2,10,34,7,4
Floratta in Rose Belle O Boticário for women,0,0,2,0,2
Myriad Blanc O Boticário for women,1,0,0,0,0
Premium Blend Original Penguin for men,16,8,28,22,3
Bella Blanca Oscar de la Renta for women,9,8,32,9,5
Bella Rosa Oscar de la Renta for women,17,21,25,9,3
Secret Genius Pinrose for women and men,2,5,25,8,3
Sugar Bandit Pinrose for women,0,1,0,0,0
Glamourous Ralph Lauren for women,2,3,12,22,9
Lauren Style Ralph Lauren for women,2,5,28,10,1
Polo Explorer Ralph Lauren for men,5,9,46,23,2
Polo Sport Ralph Lauren for men,18,29,161,33,14
Portrait of New York - Vetiver Ralph Lauren for women and men,0,0,1,2,1
Portrait of New York - White Lily Ralph Lauren for women and men,0,1,1,0,0
Riviera Dream - Orange Flower Ralph Lauren for women and men,1,0,2,0,0
Romance Ralph Lauren for women,35,49,170,115,33
Romance Holiday Limited Edition Ralph Lauren for women,0,0,0,0,0
Song of America - Sage Ralph Lauren for women and men,0,0,0,1,0
Bijou Vert Raw Spirit Fragrances for women and men,0,1,4,2,1
Citadelle Raw Spirit Fragrances for women and men,0,2,5,2,0
Desert Blush Raw Spirit Fragrances for women and men,0,3,1,3,0
Midnight Pearl Raw Spirit Fragrances for women and men,0,0,0,0,0
Wild Fire Raw Spirit Fragrances for women and men,2,3,2,1,2
Winter Oak Raw Spirit Fragrances for women and men,1,2,4,0,0
Sean John Sean John for men,9,1,11,5,2
Blooming Opal Thalia Sodi for women,1,1,1,0,0
Grey Vetiver Eau de Toilette Tom Ford for men,10,22,62,58,13
Noir de Noir Tom Ford for women and men,56,65,139,396,176
Tommy Bahama Very Cool For Men Tommy Bahama for men,9,27,25,1,0
Freedom for Him Tommy Hilfiger for men,1,0,9,7,1
Very Valentino for Men Valentino for men,6,1,39,5,6
Flower Princess Vera Wang for women,13,17,23,9,4
Glam Princess Vera Wang for women,11,13,33,8,4
Princess Vera Wang for women,67,105,316,130,44
Vera Wang Vera Wang for women,18,31,58,33,12
Swiss Army for Her Victorinox Swiss Army for women,3,3,5,15,2
Vince Camuto for Men Vince Camuto for men,18,14,63,24,22
Lismore Waterford for women,3,3,10,1,0
Mon Paris Yves Saint Laurent for women,41,65,245,118,61
Mon Paris Collector Edition 2020 Yves Saint Laurent for women,1,1,0,1,2
Mon Paris Couture Yves Saint Laurent for women,4,5,24,20,5
Mon Paris Dazzling Lights Collector Yves Saint Laurent for women,0,0,1,1,2
Mon Paris Eau de Toilette Yves Saint Laurent for women,2,5,22,6,6
Mon Paris Gold Attraction Edition Yves Saint Laurent for women,0,0,1,0,0
Mon Paris Hair Mist Yves Saint Laurent for women,1,0,0,0,1
Mon Paris Intensement Yves Saint Laurent for women,4,4,4,4,6
Mon Paris Sparkle Clash Edition Yves Saint Laurent for women,2,2,3,0,1
Radiant Woods Zara for women,1,2,2,4,1
Adieu Sagesse Jean Patou for women,0,0,1,3,1
Amour Amour Jean Patou for women,0,1,4,4,2
Chaldee Jean Patou for women,1,0,2,4,3
Cocktail Jean Patou for women,2,0,1,0,1
Cocktail Dry Jean Patou for women,0,0,1,1,0
Colony Jean Patou for women,1,1,4,1,3
Divine Folie Jean Patou for women,0,0,2,2,0
Divine Folie Parfum Jean Patou for women,0,1,1,0,0
Invitation Jean Patou for women,0,0,0,0,0
Joy Jean Patou for women,12,18,79,108,48
Joy Limited Edition Parfum 2016 Jean Patou for women,0,1,0,1,0
L'Heure Attendue Jean Patou for women,0,1,0,3,0
Le Sien Jean Patou for women and men,0,0,0,0,0
Moment Supreme Jean Patou for women,1,2,5,5,2
Normandie Jean Patou for women,0,0,5,0,0
Que sais je? Jean Patou for women,1,0,1,2,2
Vacances Jean Patou for women,1,0,2,5,2
Leather Sensation Byblos for men,1,0,7,5,1
Cafe Men Cafe Parfums for men,0,0,1,0,0
Cafe-Cafe Adventure Cafe Parfums for men,1,1,0,1,0
Cafe-Cafe Puro Cafe Parfums for men,0,2,1,0,1
Oudh Intense Comptoir Sud Pacifique for women and men,3,1,0,0,3
Caline Blooming Moments Gres for women,0,2,0,1,1
Aura for Men Jacomo for men,8,8,24,18,6
Le Tour de France Le Tour de France for women and men,0,1,4,3,0
lol ;-) Lulu Castagnette for women,0,0,3,1,2
Fragrance №01 Nikkos-Oskol Fragrance for women and men,0,0,0,0,0
Fragrance №05 Nikkos-Oskol Fragrance for women and men,0,0,0,0,0
Sandalo Nobile Nobile 1942 for women and men,1,2,13,2,7
Agrigentum Paglieri for women and men,0,0,0,2,0
Amalphia Paglieri for women and men,0,1,0,0,1
Florentia Paglieri for women and men,0,0,1,1,1
Genua Paglieri for women and men,0,1,1,2,0
Romae Paglieri for women and men,0,0,0,2,0
Venetiae Paglieri for women and men,0,0,0,1,0
Ailleurs Parfums Ailleurs for men,0,0,0,0,0
Elite Model Attitude for Him Parfums Elite for men,0,1,2,0,1
Black Agent Pascal Morabito for men,1,7,11,3,1
Lovissima Pascal Morabito for women,0,2,0,0,0
Rugby for Men Pascal Morabito for men,0,0,1,1,0
Safed Pascal Morabito for men,1,0,0,0,0
La Belle et l'Ocelot Salvador Dali for women,3,6,10,13,7
Laguna Homme Salvador Dali for men,4,5,18,18,7
Fleur de Citronnier Souleiado for women,0,0,0,0,0
Rectoverso Man Tea Tobacco Ulric de Varens for men,0,2,5,2,0
Ramage Bourjois for women,1,0,0,0,1
Chanel N°19 Chanel for women,27,50,150,73,40
Cristalle Eau de Toilette Chanel for women,23,24,114,94,34
Pour Monsieur Chanel for men,47,73,157,70,37
Muguet des Bois Coty for women,9,5,24,8,0
Acier Aluminium Creed for men,5,5,13,31,10
Ambre Cannelle Creed for women and men,1,1,1,3,0
Angelique Encens Creed for women,2,2,12,3,6
Aubepine Acacia Creed for women,1,1,1,2,1
Bois de Cedrat Creed for women and men,3,18,5,1,1
Citrus Bigarrade Creed for women and men,3,1,3,1,1
Cuir de Russie Creed for men,1,1,5,2,4
Cypres Musc Creed for men,0,0,4,0,4
Epicea Creed for men,1,2,6,5,1
Fantasia de Fleurs Creed for women,7,4,20,16,7
Fleur de The Rose Bulgare Creed for women,4,2,7,5,4
Fleurissimo Creed for women,6,11,29,9,9
Fleurs de Bulgarie Creed for women,4,2,10,23,5
Imperatrice Eugenie Creed for women,1,1,4,5,5
Irisia Creed for women,2,2,2,9,0
Jasmal Creed for women,1,0,4,1,1
Orange Spice Creed for men,3,4,2,10,11
Royal English Leather Creed for women and men,2,4,5,6,16
Royal Scottish Lavender Creed for women and men,1,3,7,3,1
Santal Imperial Creed for men,7,1,8,0,2
Selection Verte Creed for women and men,7,9,16,7,1
Vetiver Creed for men,8,7,8,2,1
Vintage Tabarome Creed for men,5,4,4,3,11
24-09-11 Hilde Soliani for women and men,0,0,0,3,0
Acquiilssssima Hilde Soliani for women and men,0,1,0,1,0
Amore Hilde Soliani for women and men,0,0,0,0,0
Avatar Hilde Soliani for women and men,0,0,0,0,0
Bacio Hilde Soliani for women and men,0,0,1,0,0
Bambolina Hilde Soliani for women and men,2,0,4,1,0
Bosschiisssimo Hilde Soliani for women and men,0,0,0,0,1
Buon Pranzo Hilde Soliani for women and men,0,1,2,0,1
Buona Sera Hilde Soliani for women and men,1,0,0,0,0
Buonanotte Hilde Soliani for women and men,0,0,0,0,0
Buonissimo Hilde Soliani for women and men,1,4,3,4,0
Caaastagna Saalaaata Hilde Soliani for women and men,0,0,0,0,0
Caffe Delle Vergini Hilde Soliani for women and men,0,0,0,1,0
Ciao Hilde Soliani for women,0,0,0,0,0
CiocoChic Hilde Soliani for women and men,1,1,1,1,0
CiocoRosissimo Hilde Soliani for women,1,0,5,4,0
CiocoSpesizissimo Hilde Soliani for women and men,0,0,1,2,4
Conaffetto Hilde Soliani for women,1,0,2,0,4
Crema di Latte Hilde Soliani for women,0,3,7,12,7
Cristina Hilde Soliani for women and men,1,0,2,3,0
Disobbedienza Hilde Soliani for women and men,0,0,0,0,0
Donna Sentenza Hilde Soliani for women and men,1,1,2,3,1
Doolciiisssimo Hilde Soliani for women and men,2,2,4,5,0
Eau de Cuisine Hilde Soliani for women and men,0,0,0,0,1
Evviva Hilde Soliani for women and men,1,0,0,0,0
Fighissimo Hilde Soliani for women and men,0,0,2,0,2
Fraaagola Saalaaata Hilde Soliani for women,3,3,2,2,4
Freschiiissimo Hilde Soliani for women and men,3,0,0,0,2
Hot Milk Hilde Soliani for women and men,1,1,3,1,1
Il Tempo Delle... Hilde Soliani for women and men,0,1,2,1,0
Il Tuo Tulipano Giallo Hilde Soliani for women and men,0,0,0,2,1
Io Hilde Soliani for women,0,0,2,2,4
Lacrima Hilde Soliani for women and men,0,0,0,0,0
Lambrosc Hilde Soliani for women and men,0,0,2,1,0
Leramoon Hilde Soliani for women and men,0,0,0,0,1
Loggione Hilde Soliani for women and men,0,0,1,0,0
Luce Hilde Soliani for women and men,0,0,1,1,0
Miss Tranchant Hilde Soliani for women and men,1,0,0,1,0
Mmm Hilde Soliani for women and men,2,1,1,2,2
Mommi Hilde Soliani for women and men,1,0,1,0,0
Orgasmo Hilde Soliani for women,6,0,1,5,5
Orgasmo Jasmine Hilde Soliani for women,0,0,1,0,0
Osare Hilde Soliani for women and men,0,1,0,0,0
Peccatrice Hilde Soliani for women and men,2,1,0,2,4
Presenze Hilde Soliani for women and men,0,0,0,3,1
Rosa d'Inverno Hilde Soliani for women and men,0,0,1,0,0
Rosa Visionaria Hilde Soliani for women and men,1,0,0,0,0
Saaliiisssiimo Hilde Soliani for women and men,1,2,0,3,0
Sesto Senso Hilde Soliani for women and men,0,0,0,0,0
Simple Luxury Hilde Soliani for women and men,0,0,0,0,0
Stelle di Brovido Hilde Soliani for women and men,0,0,0,0,0
Stelle di Festa Hilde Soliani for women and men,1,0,0,1,0
Stelle di Ghiaccio Hilde Soliani for women and men,1,1,2,0,1
Stelle di Pace Hilde Soliani for women and men,0,0,0,0,0
Sweet Home Hilde Soliani for women and men,0,3,1,1,2
Sweet Parmesan Violet Hilde Soliani for women,1,1,1,0,5
Teatro Olfattivo Di Parma: Bell'Antonio Hilde Soliani for women and men,2,1,9,7,1
Teatro Olfattivo Di Parma: Mangiami Dopo Teatro Hilde Soliani for women and men,0,0,2,1,2
Teatro Olfattivo Di Parma: Sipario Hilde Soliani for women and men,0,0,0,1,1
Teatro Olfattivo Di Parma: Stecca Hilde Soliani for women and men,2,1,2,0,0
Teatro Olfattivo Di Parma: Vecchi Rossetti Hilde Soliani for women and men,0,0,3,2,1
Tutti Matti per Colorno Hilde Soliani for women and men,0,1,1,1,0
Una Tira l Altra Hilde Soliani for women and men,2,2,0,7,1
Vagabondo Hilde Soliani for women and men,2,0,1,2,1
Vani Chic Hilde Soliani for women and men,1,0,0,1,0
Vani Choc Hilde Soliani for women and men,0,0,2,3,3
Verginita Hilde Soliani for women and men,0,0,0,0,1
Zio Agide Hilde Soliani for women and men,0,0,0,0,0
Zzzzz Hilde Soliani for women and men,0,2,0,0,5
UNTITLED No.7 by Hilde Soliani UNTITLED for women and men,0,0,0,1,1
Pure Aphrodisiaque Agent Provocateur for women,2,7,5,3,1
Attraction Avon for women,10,16,45,21,6
Eve Confidence Avon for women,5,4,7,3,4
Far Away Infinity Avon for women,10,9,42,32,8
Live Out Loud Avon for women,0,1,1,2,0
Luminata Magnific Avon for women,2,0,1,1,0
Luz dos Olhos Teus Avon for women,0,0,1,0,0
Midnight Avon for women,0,0,0,1,1
Morena Flor Avon for women,0,0,0,1,1
Onde Anda Você Avon for women,0,0,0,0,0
Soneto de Fidelidade Avon for women,0,0,0,0,0
Surreal Ocean Avon for women,1,0,1,2,0
Alabaster Banana Republic for women,6,5,14,6,2
Forever Red Bath and Body Works for women,20,25,64,21,7
Twilight Woods Bath and Body Works for women,13,26,71,20,3
Heat Rush Beyonce for women,115,86,139,16,12
Heat Wild Orchid Beyonce for women,47,35,58,11,9
Cosmic Radiance Britney Spears for women,9,14,83,18,10
Franca Feretti Moda Brocard for women,0,0,0,0,0
I Don't Need A Prince By My Side To Be A Princess - Rose de Mai By Kilian for women and men,2,1,0,4,0
Amor Amor Tentation Cacharel for women,6,6,24,28,8
Scarlett Cacharel for women,16,27,84,22,9
Yes I Am Cacharel for women,22,13,41,16,13
Yes I Am Fabulous Cacharel for women,5,0,2,1,1
Calvin Klein Women Calvin Klein for women,15,7,28,24,4
Calvin Klein Women Eau de Parfum Intense Calvin Klein for women,0,1,1,3,0
Calvin Klein Women Eau de Toilette Calvin Klein for women,1,1,7,3,0
Deep Euphoria Calvin Klein for women,30,13,42,13,4
Encounter Calvin Klein for men,68,57,76,39,14
Obsessed for Women Calvin Klein for women,14,6,42,12,12
Silhouette In Bloom Christian Siriano for women,5,3,3,1,0
Coach Leatherware Coach for men,1,2,4,2,2
100% Chilled Cosmopolitan for women,4,1,1,0,1
Nirvana White Elizabeth and James for women,16,19,97,28,9
Nirvana White Perfume Oil Elizabeth and James for women,5,0,3,0,0
Regal Tuberose Eric Buterbaugh Florals for women and men,1,1,2,4,1
La Duchesse Esprit de Versailles for women,0,0,1,1,0
Day For Women Fragrance One for women,29,3,7,1,12
Night For Women Fragrance One for women,29,3,3,7,9
Guess Girl Summer Guess for women,6,0,13,1,4
Harajuku Lovers Music Harajuku Lovers for women,8,10,14,3,2
Harajuku Lovers Snow Bunnies Music Harajuku Lovers for women,1,0,1,1,0
Harajuku Lovers Wicked Style Baby Harajuku Lovers for women,6,10,8,10,3
Hope Hope Fragrances for women,0,0,0,0,0
Hope Night Hope Fragrances for women,0,0,0,0,0
Hope Sport Hope Fragrances for women,0,0,0,0,0
JLove Jennifer Lopez for women,12,8,13,9,1
Love & Glamour Jennifer Lopez for women,22,23,20,7,9
Jimmy Choo Fever Jimmy Choo for women,9,17,51,35,8
Viva La Juicy Bowdacious Juicy Couture for women,9,11,18,4,4
Viva la Juicy Gold Couture Juicy Couture for women,65,102,252,114,46
Someday Justin Bieber for women,32,32,82,14,11
Someday Limited Edition Eau de Parfum Justin Bieber for women,1,1,2,3,2
La Mia Perla La Perla for women,3,14,19,8,3
La Nuit Trésor à la Folie Lancome for women,21,27,63,86,49
La Nuit Trésor Musc Diamant Lancome for women,9,15,38,18,17
Rumeur 2 Rose Lanvin for women,27,56,60,17,9
Marc Jacobs Pear Splash 2016 Marc Jacobs for women and men,0,3,9,3,1
Splash - The Pear 2008 Marc Jacobs for women and men,0,2,2,0,0
Souffle Marais Massimo Dutti for women,1,0,0,3,0
Black Leather by Honorine Blanc Mercedes-Benz for men,8,7,33,11,8
Mercedes-Benz For Her Pop Edition Mercedes-Benz for women,0,0,0,0,0
Mercedes-Benz Woman Mercedes-Benz for women,3,4,4,0,3
Mercedes-Benz Woman Eau de Toilette Mercedes-Benz for women,1,1,3,1,0
Sporty Citrus Michael Kors for women,7,7,13,23,2
Wonderlust Michael Kors for women,13,9,43,65,6
Josie Natori for women,6,0,2,0,0
Love Potion Secrets Oriflame for women and men,8,10,18,4,1
Masquerade Oriflame for women,3,1,12,0,1
Siren Paris Hilton for women,24,33,97,10,9
Beyond Romance Ralph Lauren for women,5,0,6,14,4
Midnight Romance Ralph Lauren for women,14,24,46,17,8
Polo Explorer Ralph Lauren for men,5,9,46,23,2
Tender Romance Ralph Lauren for women,8,17,44,30,8
SJP NYC Sarah Jessica Parker for women,13,31,57,9,1
SJP NYC Crush Sarah Jessica Parker for women,7,6,15,2,3
Tiffany & Love For Her Tiffany for women,5,3,8,6,1
Noir Anthracite Tom Ford for men,23,18,29,107,33
100 Trish McEvoy for women,0,2,5,0,0
Usher He Usher for men,9,21,40,14,5
Usher She Usher for women,3,6,21,13,3
Forever Vera Vera Wang for women,2,6,14,4,3
Belle Worth for women,0,1,2,0,0
Belle d'Opium Yves Saint Laurent for women,37,46,142,87,37
Black Opium Yves Saint Laurent for women,123,154,615,431,163
Black Opium Crystal Jacket Yves Saint Laurent for women,0,0,0,0,0
Black Opium Dazzling Lights Edition Yves Saint Laurent for women,0,1,0,0,0
Black Opium Eau de Toilette (2018) Yves Saint Laurent for women,3,4,5,12,4
Black Opium Exotic Illusion Yves Saint Laurent for women,0,0,0,2,2
Black Opium Floral Shock Yves Saint Laurent for women,13,19,50,34,14
Black Opium Gold Attraction Edition Yves Saint Laurent for women,0,1,0,0,0
Black Opium Intense Yves Saint Laurent for women,20,13,35,39,19
Black Opium Make It Yours Fragrance Jacket Collection Yves Saint Laurent for women,0,0,0,0,0
Black Opium Pure Illusion Yves Saint Laurent for women,1,5,4,2,1
Black Opium Shine On Yves Saint Laurent for women,2,0,2,0,1
Black Opium Snake Jacket Yves Saint Laurent for women,0,0,0,0,0
Black Opium Sparkle Clash Limited Collector's Edition Eau de Parfum Yves Saint Laurent for women,0,0,2,3,0
Black Opium Storm Illusion Yves Saint Laurent for women,1,0,1,1,1
Black Opium Swarovski Edition Yves Saint Laurent for women,1,1,1,0,0
Black Opium Wild Edition Yves Saint Laurent for women,0,0,7,5,4
Magnificent Gold Yves Saint Laurent for women and men,1,10,8,11,4
Eau du Soir Sisley for women,8,14,34,91,108
Eau du Soir 2001 Sisley for women,0,0,0,1,0
Eau du Soir 2002 Sisley for women,0,0,0,0,1
Eau du Soir 2003 Sisley for women,0,0,0,0,0
Eau du Soir 2004 Sisley for women,0,1,0,0,0
Eau du Soir 2005 Sisley for women,0,0,1,0,0
Eau du Soir 2006 Sisley for women,0,0,1,0,0
Eau du Soir 2007 Sisley for women,0,0,0,0,0
Eau du Soir 2008 Sisley for women,0,0,0,2,0
Eau du Soir 2009 Sisley for women,0,0,1,0,1
Eau du Soir 2010 Sisley for women,0,1,1,1,1
Eau du Soir 2011 Sisley for women,0,0,0,0,0
Eau du Soir 2012 Sisley for women,0,0,0,1,0
Eau du Soir 2013 Sisley for women,0,0,0,1,2
Eau du Soir 2014 Sisley for women,0,1,1,1,0
Eau du Soir 2016 Sisley for women,0,0,0,1,1
Eau du Soir 2017 Sisley for women,0,0,0,1,0
1a Classe Woman Alviero Martini for women,0,1,0,0,0
Flags Donna Alviero Martini for women,0,1,0,0,0
Geo Donna Alviero Martini for women,0,1,0,1,0
Geo Uomo Alviero Martini for men,0,2,0,0,0
Slip Into Avon for women,17,9,11,1,1
Amazing for Men Bill Blass for men,3,0,4,4,0
Blumarine Blumarine for women,0,0,2,0,2
I Love New York for All Bond No 9 for women and men,15,13,39,87,52
I Love New York for Her Bond No 9 for women,8,4,16,26,19
I Love New York for Him Bond No 9 for men,4,3,13,20,2
My Breil Breil Milano for women,0,0,1,1,1
Blu Love Affair Byblos for women,0,2,0,0,0
CK One Shock For Her Calvin Klein for women,73,132,95,24,14
CK One Shock For Him Calvin Klein for men,79,100,390,561,81
Chloe Narcisse Chloé for women,7,8,57,149,89
Odeur 71 Comme des Garcons for women and men,8,4,23,11,2
21 CoSTUME NATIONAL for women and men,2,5,27,64,41
Fetish Dana for women,1,3,2,0,2
DK Donna Karan for men,4,2,6,18,4
DKNY Men Donna Karan for men,4,22,26,4,1
Donna Karan Donna Karan for women,1,2,1,11,10
That's Amore! Lui Gai Mattiolo for men,1,1,5,2,0
OM Gap for women and men,0,0,1,0,0
Bat-Sheba Judith Muller for women,0,0,2,2,0
Bat-Sheba Exotic Oriental Judith Muller for women,0,0,0,1,1
La Perla La Perla for women,5,7,20,35,10
Tempore Uomo Laura Biagiotti for men,1,1,3,10,4
mark Bohista mark. for women,2,0,6,0,1
Montana Green Montana for men,0,2,4,2,3
OP Juice Ocean Pacific for men,2,5,15,1,2
Amber Renee for women,0,0,1,0,0
Jasmine Renee for women,0,0,0,0,1
L'Eau Renee for women,0,0,0,1,0
Mediterranean Lily Renee for women,0,0,0,0,0
Musk Renee for women and men,0,0,0,0,0
Snowpeach Renee for women,0,0,1,0,1
Tuberose Renee for women,1,0,0,0,0
9IX Rocawear for men,0,5,23,5,4
Stash SJP Sarah Jessica Parker for women and men,32,27,83,126,52
C-Thru Ruby Sarantis for women,0,0,6,1,0
Empress Sean John for women,10,8,14,2,6
I Am King Sean John for men,25,30,30,8,4
Phenomenal SuperTrash for women,0,0,0,0,0
Light Her Trussardi for women,0,2,2,2,0
Light Him Trussardi for men,0,0,7,1,0
Vendetta Donna Valentino for women,3,4,4,17,12
Vera Wang for Men Vera Wang for men,20,37,116,34,11
Versace Pour Femme Versace for women,19,21,89,51,21
Shi Alfred Sung for women,8,32,65,19,6
Wonderful Indulgence American Beauty for women,0,0,0,2,0
Oud Tabac Amouroud for women and men,1,0,6,7,2
Pop pour Homme Andy Warhol for men,2,4,2,2,2
Aramis Always for Him Aramis for men,1,3,3,7,3
Surface Aramis for men,1,2,4,4,0
Exclusive Avon for men,1,3,3,0,0
Open Road (Prospect) Avon for men,1,0,1,4,0
Treselle Avon for women,7,21,55,26,5
Wild Country Avon for women,0,0,0,0,0
Wildbloom Vert Banana Republic for women,6,4,9,0,0
Decò Braccialini for women,0,0,0,0,0
Crazy Tropic Brocard for women,0,0,0,1,0
Once Upon a Time Kingdom Brocard for women,0,0,0,0,0
New York for Ladies Brooks Brothers for women,2,5,3,1,1
Byblos Byblos for women,6,4,25,9,4
CK One Platinum Edition Calvin Klein for women and men,3,7,14,2,4
Obsessed for Men Calvin Klein for men,10,8,16,43,11
Fever pour Homme Celine for men,2,5,2,4,3
Signature Celine Dion for women,2,7,22,2,1
Spring in Provence Celine Dion for women,2,2,1,0,0
Aqua CIEL Parfum for men,0,0,0,0,0
L’Amour…r…r Purpur CIEL Parfum for women,0,0,0,1,0
Extra Concentrated Cosmopolitan for women,0,2,3,0,0
Contact Daniel Hechter for men,0,0,1,0,0
Elixir Absolu Elisire for women,0,0,1,0,0
Celestial Jasmine Eric Buterbaugh Florals for women and men,0,1,0,3,2
Nick's Sunflower Eric Buterbaugh Florals for women and men,0,0,1,2,0
Oud Saffron Eric Buterbaugh Florals for women and men,0,0,0,1,0
Sultry Rose Eric Buterbaugh Florals for women and men,0,3,1,3,2
Escada Acte 2 Escada for women,2,0,8,5,0
Escada Sport Country Weekend Escada for women and men,2,1,3,4,1
Belessa by ále Ésika for women,0,0,0,0,0
Collection Privee Nuits Blanches Faberlic for women,0,0,0,0,0
Viking Faberlic for men,1,0,0,0,0
Givenchy pour Homme Givenchy for men,18,20,134,36,14
Givenchy pour Homme Blue Label Givenchy for men,12,27,85,34,15
